,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes
988,himachal pradesh,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
989,himachal pradesh,2006,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
990,himachal pradesh,2006,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
991,himachal pradesh,2006,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
992,jammu & kashmir,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
994,jammu & kashmir,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
995,jammu & kashmir,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,jammu & kashmir,2006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
997,jammu & kashmir,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,jharkhand,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,jharkhand,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,jharkhand,2006,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,jharkhand,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,jharkhand,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1003,jharkhand,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1004,karnataka,2006,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1005,karnataka,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1006,karnataka,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1007,karnataka,2006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,karnataka,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1009,karnataka,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1010,karnataka,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,karnataka,2006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1012,kerala,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,kerala,2006,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1014,kerala,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1015,kerala,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1016,kerala,2006,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1017,madhya pradesh,2006,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,madhya pradesh,2006,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1019,madhya pradesh,2006,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1020,madhya pradesh,2006,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1021,madhya pradesh,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1022,madhya pradesh,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1023,madhya pradesh,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1024,madhya pradesh,2006,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1025,madhya pradesh,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1026,madhya pradesh,2006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1027,madhya pradesh,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,madhya pradesh,2006,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1029,madhya pradesh,2006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1030,maharashtra,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1031,maharashtra,2006,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1032,maharashtra,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1033,maharashtra,2006,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1034,maharashtra,2006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1035,maharashtra,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1036,maharashtra,2006,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1037,maharashtra,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1038,maharashtra,2006,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1039,maharashtra,2006,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1040,maharashtra,2006,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1041,maharashtra,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,manipur,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1043,manipur,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,meghalaya,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1046,meghalaya,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,nagaland,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,nagaland,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,nagaland,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,odisha,2006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1053,odisha,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1054,odisha,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,odisha,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,odisha,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1057,odisha,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1058,odisha,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1059,odisha,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,odisha,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,punjab,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1062,punjab,2006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1063,punjab,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,punjab,2006,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1065,punjab,2006,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1066,punjab,2006,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1067,punjab,2006,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1068,rajasthan,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,rajasthan,2006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1070,rajasthan,2006,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1071,rajasthan,2006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1072,rajasthan,2006,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1073,rajasthan,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,rajasthan,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1075,rajasthan,2006,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1076,rajasthan,2006,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1077,rajasthan,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,tamil nadu,2006,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1080,tamil nadu,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,tamil nadu,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1082,tamil nadu,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1083,tamil nadu,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1084,tamil nadu,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,tamil nadu,2006,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1086,tamil nadu,2006,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1087,tamil nadu,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1088,tamil nadu,2006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1090,uttar pradesh,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,uttar pradesh,2006,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1092,uttar pradesh,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1093,uttar pradesh,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1094,uttar pradesh,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,uttar pradesh,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,uttar pradesh,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1097,uttar pradesh,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1098,uttar pradesh,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1099,uttar pradesh,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,uttar pradesh,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1101,uttar pradesh,2006,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,uttar pradesh,2006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,uttar pradesh,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,uttar pradesh,2006,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,uttar pradesh,2006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,uttar pradesh,2006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1107,uttar pradesh,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1108,uttarakhand,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,uttarakhand,2006,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1110,uttarakhand,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,uttarakhand,2006,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,west bengal,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1113,west bengal,2006,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1114,west bengal,2006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1115,west bengal,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1116,west bengal,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1117,west bengal,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1122,delhi,2006,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1123,delhi,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1124,delhi,2006,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1127,andhra pradesh,2007,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1128,andhra pradesh,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1129,andhra pradesh,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,andhra pradesh,2007,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1131,andhra pradesh,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1132,andhra pradesh,2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1133,andhra pradesh,2007,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1134,andhra pradesh,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,arunachal pradesh,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,arunachal pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,arunachal pradesh,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,assam,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,assam,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,assam,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1143,assam,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1144,assam,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,assam,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1147,bihar,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1148,bihar,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1149,bihar,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1150,bihar,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,bihar,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1152,bihar,2007,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1153,bihar,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,bihar,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1155,bihar,2007,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1156,bihar,2007,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1157,bihar,2007,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,chhattisgarh,2007,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1159,chhattisgarh,2007,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1160,chhattisgarh,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1161,chhattisgarh,2007,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1162,chhattisgarh,2007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1163,chhattisgarh,2007,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1165,gujarat,2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1166,gujarat,2007,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1167,gujarat,2007,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1168,gujarat,2007,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1169,gujarat,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1170,gujarat,2007,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1171,gujarat,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1172,gujarat,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1173,haryana,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1174,haryana,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1175,haryana,2007,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1176,haryana,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,haryana,2007,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1178,haryana,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1180,himachal pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1181,himachal pradesh,2007,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1182,himachal pradesh,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,jammu & kashmir,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1186,jammu & kashmir,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,jammu & kashmir,2007,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1190,jharkhand,2007,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1191,jharkhand,2007,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1193,jharkhand,2007,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1194,jharkhand,2007,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1196,karnataka,2007,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1197,karnataka,2007,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1198,karnataka,2007,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1199,karnataka,2007,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1200,karnataka,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1201,karnataka,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,karnataka,2007,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1203,karnataka,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1204,kerala,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1205,kerala,2007,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1206,kerala,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1207,kerala,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,kerala,2007,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1209,madhya pradesh,2007,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,madhya pradesh,2007,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1211,madhya pradesh,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1212,madhya pradesh,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1213,madhya pradesh,2007,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1214,madhya pradesh,2007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,madhya pradesh,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,madhya pradesh,2007,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1217,madhya pradesh,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1218,madhya pradesh,2007,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1219,madhya pradesh,2007,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1220,madhya pradesh,2007,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1221,madhya pradesh,2007,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1222,maharashtra,2007,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1223,maharashtra,2007,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1224,maharashtra,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1225,maharashtra,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1226,maharashtra,2007,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1227,maharashtra,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1228,maharashtra,2007,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1229,maharashtra,2007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1230,maharashtra,2007,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1231,maharashtra,2007,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1232,maharashtra,2007,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1233,maharashtra,2007,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,manipur,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,manipur,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,manipur,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,meghalaya,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,meghalaya,2007,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1239,mizoram,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1240,mizoram,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,nagaland,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,nagaland,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,odisha,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,odisha,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,odisha,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,odisha,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,odisha,2007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1250,odisha,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1251,odisha,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1252,odisha,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,punjab,2007,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1254,punjab,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1255,punjab,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,punjab,2007,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1257,punjab,2007,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1258,punjab,2007,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1259,punjab,2007,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,rajasthan,2007,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,rajasthan,2007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1262,rajasthan,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,rajasthan,2007,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1264,rajasthan,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1265,rajasthan,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,rajasthan,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,rajasthan,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,rajasthan,2007,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,rajasthan,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1271,tamil nadu,2007,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1272,tamil nadu,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,tamil nadu,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1274,tamil nadu,2007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,tamil nadu,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1276,tamil nadu,2007,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1277,tamil nadu,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1278,tamil nadu,2007,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,tamil nadu,2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1280,tamil nadu,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
