192,meghalaya,2006,6.0,47.0,0.0,13.0,0.0,0.0,3.0,0.0,2.0,0.0,71.0,67.07128571428484
193,mizoram,2006,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,91.12160714285801
194,nagaland,2006,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,75.30196428571435
195,odisha,2006,13.0,101.0,0.0,17.0,1.0,0.0,0.0,0.0,3.0,19.0,154.0,65.06535714285792
196,punjab,2006,24.0,58.0,22.0,169.0,0.0,15.0,0.0,1.0,9.0,31.0,329.0,72.75600000000077
197,rajasthan,2006,77.0,311.0,25.0,392.0,0.0,137.0,1.0,0.0,1.0,5.0,951.0,59.31982142857123
198,sikkim,2006,4.0,14.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,10.0,35.0,76.11000000000013
199,tamil nadu,2006,60.0,125.0,0.0,118.0,0.0,12.0,1.0,0.0,6.0,31.0,353.0,76.49685714285806
200,tripura,2006,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,80.65900000000101
201,uttar pradesh,2006,426.0,347.0,2.0,734.0,3.0,0.0,0.0,0.0,0.0,255.0,1767.0,59.03607142857095
202,uttarakhand,2006,10.0,23.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,51.0,74.15035714285705
203,west bengal,2006,3.0,20.0,0.0,156.0,0.0,3.0,77.0,114.0,6.0,49.0,432.0,71.5033928571429
204,a&n islands,2006,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,85.21214285714132
205,chandigarh,2006,1.0,8.0,0.0,43.0,0.0,11.0,0.0,0.0,0.0,1.0,64.0,83.96300000000076
206,d&n haveli,2006,1.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,66.26449999999977
207,daman & diu,2006,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,82.8016666666665
208,delhi,2006,62.0,448.0,7.0,1114.0,2.0,36.0,1.0,0.0,0.0,489.0,2160.0,83.6568571428594
209,lakshadweep,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.23749999999973
210,puducherry,2006,1.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,84.71504761904657
211,andhra pradesh,2007,76.0,363.0,0.0,609.0,6.0,35.0,37.0,11.0,21.0,341.0,1499.0,62.88119999999958
212,arunachal pradesh,2007,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.40439999999944
213,assam,2007,2.0,34.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,101.0,167.0,67.95992857142892
214,bihar,2007,88.0,110.0,0.0,421.0,0.0,0.0,36.0,1.0,8.0,11.0,675.0,53.328214285713784
